Year,Round,EventName,DriverAbbr,DriverNumber,TeamName,GridPosition,Position,ClassifiedLaps,TotalRaceLaps,Status,Points,internal_overtakes,external_overtakes,competitive_threats,competitive_opportunities,season_phase,tournament_criticality,is_mathematically_locked_out,is_mathematically_safe,quali_gap_seconds,within_team_pts_gap_before,is_leading_teammate,driver_ct,driver_co,driver_pts_gap_to_p1,times_overtaken_total,driver_experience,sc_lap_fraction,vsc_lap_fraction,CircuitType_street,CircuitLength_km,DRS_Zones,IsSprintWeekend,IsRainy,RainyLapFraction,AirTemp_mean,TrackTemp_mean,Humidity_mean,WindSpeed_mean
2019,9,Austrian Grand Prix,KUB,88,Williams,17,20,68,71,+3 Laps,0,0,0,0,9,0.42857142857142855,1,0,1,2.9009999999999962,0,0,0,17,187,4,8,0,0,0,4.318,3,0,FALSE,0,34.444,50.744,17.965,1.225
2019,10,British Grand Prix,HAM,44,Mercedes,2,1,52,52,Finished,26,0,0,9,0,0.47619047619047616,1,1,0,0,31,1,19,0,0,0,30,0.09836065573770492,0,0,5.891,2,0,FALSE,0,18.905,30.322,62.136,2.012
2019,10,British Grand Prix,BOT,77,Mercedes,1,2,52,52,Finished,18,0,0,9,0,0.47619047619047616,1,1,0,0,-31,0,18,1,31,0,30,0.09836065573770492,0,0,5.891,2,0,FALSE,0,18.905,30.322,62.136,2.012
2019,10,British Grand Prix,LEC,16,Ferrari,3,3,52,52,Finished,15,1,2,8,1,0.47619047619047616,1,0,0,0.07899999999999352,-18,0,15,4,92,1,30,0.09836065573770492,0,0,5.891,2,0,FALSE,0,18.905,30.322,62.136,2.012
2019,10,British Grand Prix,GAS,10,Red Bull Racing,5,4,52,52,Finished,12,1,2,7,2,0.47619047619047616,1,0,0,0.18299999999999272,-83,0,14,5,154,2,30,0.09836065573770492,0,0,5.891,2,0,FALSE,0,18.905,30.322,62.136,2.012
2019,10,British Grand Prix,VER,33,Red Bull Racing,4,5,52,52,Finished,10,1,1,7,2,0.47619047619047616,1,0,0,0.18299999999999272,83,1,17,2,71,2,30,0.09836065573770492,0,0,5.891,2,0,FALSE,0,18.905,30.322,62.136,2.012
2019,10,British Grand Prix,SAI,55,McLaren,13,6,52,52,Finished,8,0,0,6,3,0.47619047619047616,1,0,0,0.98599999999999,8,1,13,6,167,0,30,0.09836065573770492,0,0,5.891,2,0,FALSE,0,18.905,30.322,62.136,2.012
2019,10,British Grand Prix,RIC,3,Renault,7,7,52,52,Finished,6,1,2,5,4,0.47619047619047616,1,0,0,1.0889999999999986,0,0,9,9,181,0,30,0.09836065573770492,0,0,5.891,2,0,FALSE,0,18.905,30.322,62.136,2.012
2019,10,British Grand Prix,RAI,7,Alfa Romeo Racing,12,8,52,52,Finished,4,0,3,4,5,0.47619047619047616,1,0,0,1.3559999999999945,20,1,11,8,176,3,30,0.09836065573770492,0,0,5.891,2,0,FALSE,0,18.905,30.322,62.136,2.012
2019,10,British Grand Prix,KVY,26,Toro Rosso,17,9,52,52,Finished,2,1,6,2,7,0.47619047619047616,1,0,0,1.2519999999999953,3,1,6,13,187,0,9,0.09836065573770492,0,0,5.891,2,0,FALSE,0,18.905,30.322,62.136,2.012
2019,10,British Grand Prix,HUL,27,Renault,10,10,52,52,Finished,1,0,2,5,4,0.47619047619047616,1,0,0,1.0889999999999986,0,0,9,9,181,4,30,0.09836065573770492,0,0,5.891,2,0,FALSE,0,18.905,30.322,62.136,2.012
2019,10,British Grand Prix,NOR,4,McLaren,8,11,52,52,Finished,0,0,1,6,3,0.47619047619047616,1,0,0,0.98599999999999,-8,0,12,7,175,0,9,0.09836065573770492,0,0,5.891,2,0,FALSE,0,18.905,30.322,62.136,2.012
2019,10,British Grand Prix,ALB,23,Toro Rosso,9,12,52,52,Finished,0,0,1,2,7,0.47619047619047616,1,0,0,1.2519999999999953,-3,0,5,14,190,5,9,0.09836065573770492,0,0,5.891,2,0,FALSE,0,18.905,30.322,62.136,2.012
2019,10,British Grand Prix,STR,18,Racing Point,18,13,52,52,Finished,0,0,2,3,6,0.47619047619047616,1,0,0,1.5559999999999974,-7,0,4,15,191,0,30,0.09836065573770492,0,0,5.891,2,0,FALSE,0,18.905,30.322,62.136,2.012
2019,10,British Grand Prix,RUS,63,Williams,19,14,51,52,+1 Lap,0,0,1,0,9,0.47619047619047616,1,0,1,2.695999999999998,0,0,0,18,197,3,9,0.09836065573770492,0,0,5.891,2,0,FALSE,0,18.905,30.322,62.136,2.012
2019,10,British Grand Prix,KUB,88,Williams,20,15,51,52,+1 Lap,0,0,0,0,9,0.47619047619047616,1,0,1,2.695999999999998,0,0,0,18,197,3,9,0.09836065573770492,0,0,5.891,2,0,FALSE,0,18.905,30.322,62.136,2.012
2019,10,British Grand Prix,VET,5,Ferrari,6,16,51,52,+1 Lap,0,0,1,8,1,0.47619047619047616,1,0,0,0.07899999999999352,18,1,16,3,74,3,30,0.09836065573770492,0,0,5.891,2,0,FALSE,0,18.905,30.322,62.136,2.012
2019,10,British Grand Prix,PER,11,Racing Point,15,17,51,52,+1 Lap,0,0,2,3,6,0.47619047619047616,1,0,0,1.5559999999999974,7,1,7,12,184,1,30,0.09836065573770492,0,0,5.891,2,0,FALSE,0,18.905,30.322,62.136,2.012
2019,10,British Grand Prix,GIO,99,Alfa Romeo Racing,11,18,19,52,Spun off,0,0,0,4,5,0.47619047619047616,1,0,0,1.3559999999999945,-20,0,2,17,196,4,9,0.09836065573770492,0,0,5.891,2,0,FALSE,0,18.905,30.322,62.136,2.012
2019,10,British Grand Prix,GRO,8,Haas F1 Team,14,19,9,52,Collision,0,0,0,1,8,0.47619047619047616,1,0,0,1.2539999999999907,-12,0,3,16,195,0,30,0.09836065573770492,0,0,5.891,2,0,FALSE,0,18.905,30.322,62.136,2.012
2019,10,British Grand Prix,MAG,20,Haas F1 Team,16,20,6,52,Collision,0,0,0,1,8,0.47619047619047616,1,0,0,1.2539999999999907,12,1,8,11,183,0,30,0.09836065573770492,0,0,5.891,2,0,FALSE,0,18.905,30.322,62.136,2.012
2019,11,German Grand Prix,VER,33,Red Bull Racing,2,1,64,64,Finished,26,0,1,7,2,0.5238095238095238,1,0,0,0.34600000000000364,81,1,17,2,87,0,31,0.2912621359223301,0,0,4.574,2,0,TRUE,0.966,21.503,26.441,87.831,1.006
2019,11,German Grand Prix,VET,5,Ferrari,20,2,64,64,Finished,18,0,12,8,1,0.5238095238095238,1,0,0,0.4620000000000033,3,1,16,3,100,0,31,0.2912621359223301,0,0,4.574,2,0,TRUE,0.966,21.503,26.441,87.831,1.006
2019,11,German Grand Prix,KVY,26,Toro Rosso,14,3,64,64,Finished,15,0,3,2,6,0.5238095238095238,0.8888888888888888,0,0,1.3680000000000092,5,1,6,13,211,2,10,0.2912621359223301,0,0,4.574,2,0,TRUE,0.966,21.503,26.441,87.831,1.006
2019,11,German Grand Prix,STR,18,Racing Point,15,4,64,64,Finished,12,0,2,2,6,0.5238095238095238,0.8888888888888888,0,0,1.0090000000000003,-7,0,4,15,217,4,31,0.2912621359223301,0,0,4.574,2,0,TRUE,0.966,21.503,26.441,87.831,1.006
2019,11,German Grand Prix,SAI,55,McLaren,7,5,64,64,Finished,10,0,0,6,3,0.5238095238095238,1,0,0,0.8650000000000091,16,1,13,6,185,5,31,0.2912621359223301,0,0,4.574,2,0,TRUE,0.966,21.503,26.441,87.831,1.006
2019,11,German Grand Prix,ALB,23,Toro Rosso,16,6,64,64,Finished,8,0,4,2,6,0.5238095238095238,0.8888888888888888,0,0,1.3680000000000092,-5,0,5,14,216,2,10,0.2912621359223301,0,0,4.574,2,0,TRUE,0.966,21.503,26.441,87.831,1.006
2019,11,German Grand Prix,GRO,8,Haas F1 Team,6,7,64,64,Finished,6,2,0,1,8,0.5238095238095238,1,0,0,1.0020000000000095,-12,0,3,16,221,4,31,0.2912621359223301,0,0,4.574,2,0,TRUE,0.966,21.503,26.441,87.831,1.006
2019,11,German Grand Prix,MAG,20,Haas F1 Team,12,8,64,64,Finished,4,0,0,1,8,0.5238095238095238,1,0,0,1.0020000000000095,12,1,8,11,209,9,31,0.2912621359223301,0,0,4.574,2,0,TRUE,0.966,21.503,26.441,87.831,1.006
2019,11,German Grand Prix,HAM,44,Mercedes,1,9,64,64,Finished,2,0,4,9,0,0.5238095238095238,1,1,0,0,39,1,19,0,0,0,31,0.2912621359223301,0,0,4.574,2,0,TRUE,0.966,21.503,26.441,87.831,1.006
2019,11,German Grand Prix,KUB,88,Williams,18,10,64,64,Finished,1,1,0,0,9,0.5238095238095238,1,0,1,2.9540000000000077,0,0,0,18,223,5,10,0.2912621359223301,0,0,4.574,2,0,TRUE,0.966,21.503,26.441,87.831,1.006
2019,11,German Grand Prix,RUS,63,Williams,17,11,64,64,Finished,0,0,0,0,9,0.5238095238095238,1,0,1,2.9540000000000077,0,0,0,18,223,7,10,0.2912621359223301,0,0,4.574,2,0,TRUE,0.966,21.503,26.441,87.831,1.006
2019,11,German Grand Prix,RAI,7,Alfa Romeo Racing,5,12,64,64,Finished,0,0,3,4,5,0.5238095238095238,1,0,0,0.7520000000000095,24,1,12,7,198,4,31,0.2912621359223301,0,0,4.574,2,0,TRUE,0.966,21.503,26.441,87.831,1.006
2019,11,German Grand Prix,GIO,99,Alfa Romeo Racing,11,13,64,64,Finished,0,0,5,4,5,0.5238095238095238,1,0,0,0.7520000000000095,-24,0,2,17,222,1,10,0.2912621359223301,0,0,4.574,2,0,TRUE,0.966,21.503,26.441,87.831,1.006
2019,11,German Grand Prix,GAS,10,Red Bull Racing,4,14,62,64,Collision,0,0,5,7,2,0.5238095238095238,1,0,0,0.34600000000000364,-81,0,14,5,168,2,31,0.2912621359223301,0,0,4.574,2,0,TRUE,0.966,21.503,26.441,87.831,1.006
2019,11,German Grand Prix,BOT,77,Mercedes,3,15,57,64,Accident,0,0,1,9,0,0.5238095238095238,1,1,0,0,-39,0,18,1,39,0,31,0.2912621359223301,0,0,4.574,2,0,TRUE,0.966,21.503,26.441,87.831,1.006
2019,11,German Grand Prix,HUL,27,Renault,9,16,40,64,Accident,0,0,2,5,4,0.5238095238095238,1,0,0,0.9990000000000094,-5,0,9,10,206,2,31,0.2912621359223301,0,0,4.574,2,0,TRUE,0.966,21.503,26.441,87.831,1.006
2019,11,German Grand Prix,LEC,16,Ferrari,10,17,27,64,Accident,0,0,1,8,1,0.5238095238095238,1,0,0,0.4620000000000033,-3,0,15,4,103,0,31,0.2912621359223301,0,0,4.574,2,0,TRUE,0.966,21.503,26.441,87.831,1.006
2019,11,German Grand Prix,NOR,4,McLaren,19,18,25,64,Power loss,0,0,1,6,3,0.5238095238095238,1,0,0,0.8650000000000091,-16,0,10,8,201,0,10,0.2912621359223301,0,0,4.574,2,0,TRUE,0.966,21.503,26.441,87.831,1.006
2019,11,German Grand Prix,RIC,3,Renault,13,19,14,64,Exhaust,0,0,1,5,4,0.5238095238095238,1,0,0,0.9990000000000094,5,1,10,8,201,1,31,0.2912621359223301,0,0,4.574,2,0,TRUE,0.966,21.503,26.441,87.831,1.006
2019,11,German Grand Prix,PER,11,Racing Point,8,20,2,64,Spun off,0,0,0,2,6,0.5238095238095238,0.8888888888888888,0,0,1.0090000000000003,7,1,7,12,210,0,31,0.2912621359223301,0,0,4.574,2,0,TRUE,0.966,21.503,26.441,87.831,1.006
2019,12,Hungarian Grand Prix,HAM,44,Mercedes,3,1,70,70,Finished,25,0,0,8,0,0.5714285714285714,0.8888888888888888,1,0,0.018000000000000682,41,1,19,0,0,0,32,0,0,0,4.381,1,0,FALSE,0,25.66,44.097,33.893,1.194
2019,12,Hungarian Grand Prix,VER,33,Red Bull Racing,1,2,70,70,Finished,19,0,0,7,2,0.5714285714285714,1,0,0,0,107,1,17,2,63,0,32,0,0,0,4.381,1,0,FALSE,0,25.66,44.097,33.893,1.194
2019,12,Hungarian Grand Prix,VET,5,Ferrari,5,3,70,70,Finished,15,0,1,8,1,0.5714285714285714,1,0,0,0.47100000000000364,21,1,16,3,84,0,32,0,0,0,4.381,1,0,FALSE,0,25.66,44.097,33.893,1.194
2019,12,Hungarian Grand Prix,LEC,16,Ferrari,4,4,70,70,Finished,12,0,0,8,1,0.5714285714285714,1,0,0,0.47100000000000364,-21,0,15,4,105,0,32,0,0,0,4.381,1,0,FALSE,0,25.66,44.097,33.893,1.194
2019,12,Hungarian Grand Prix,SAI,55,McLaren,8,5,69,70,+1 Lap,10,0,0,6,3,0.5714285714285714,1,0,0,1.2279999999999944,26,1,13,6,177,0,32,0,0,0,4.381,1,0,FALSE,0,25.66,44.097,33.893,1.194
2019,12,Hungarian Grand Prix,GAS,10,Red Bull Racing,6,6,69,70,+1 Lap,8,0,1,7,2,0.5714285714285714,1,0,0,0,-107,0,14,5,170,0,32,0,0,0,4.381,1,0,FALSE,0,25.66,44.097,33.893,1.194
2019,12,Hungarian Grand Prix,RAI,7,Alfa Romeo Racing,10,7,69,70,+1 Lap,6,0,1,1,7,0.5714285714285714,0.8888888888888888,0,0,1.468999999999994,24,1,11,8,200,0,32,0,0,0,4.381,1,0,FALSE,0,25.66,44.097,33.893,1.194
2019,12,Hungarian Grand Prix,BOT,77,Mercedes,2,8,69,70,+1 Lap,4,0,10,8,0,0.5714285714285714,0.8888888888888888,1,0,0.018000000000000682,-41,0,18,1,41,1,32,0,0,0,4.381,1,0,FALSE,0,25.66,44.097,33.893,1.194
2019,12,Hungarian Grand Prix,NOR,4,McLaren,7,9,69,70,+1 Lap,2,0,2,6,3,0.5714285714285714,1,0,0,1.2279999999999944,-26,0,9,9,203,1,11,0,0,0,4.381,1,0,FALSE,0,25.66,44.097,33.893,1.194
2019,12,Hungarian Grand Prix,ALB,23,Toro Rosso,12,10,69,70,+1 Lap,1,1,1,5,4,0.5714285714285714,1,0,0,2.114999999999995,-12,0,5,14,210,1,11,0,0,0,4.381,1,0,FALSE,0,25.66,44.097,33.893,1.194
2019,12,Hungarian Grand Prix,PER,11,Racing Point,16,11,69,70,+1 Lap,0,0,0,3,6,0.5714285714285714,1,0,0,2.536999999999992,-5,0,4,15,212,2,32,0,0,0,4.381,1,0,FALSE,0,25.66,44.097,33.893,1.194
2019,12,Hungarian Grand Prix,HUL,27,Renault,11,12,69,70,+1 Lap,0,0,1,4,5,0.5714285714285714,1,0,0,1.992999999999995,-5,0,6,13,208,2,32,0,0,0,4.381,1,0,FALSE,0,25.66,44.097,33.893,1.194
2019,12,Hungarian Grand Prix,MAG,20,Haas F1 Team,14,13,69,70,+1 Lap,0,0,2,1,7,0.5714285714285714,0.8888888888888888,0,0,1.4410000000000025,10,1,7,11,207,2,32,0,0,0,4.381,1,0,FALSE,0,25.66,44.097,33.893,1.194
2019,12,Hungarian Grand Prix,RIC,3,Renault,20,14,69,70,+1 Lap,0,0,4,4,5,0.5714285714285714,1,0,0,1.992999999999995,5,1,9,9,203,2,32,0,0,0,4.381,1,0,FALSE,0,25.66,44.097,33.893,1.194
2019,12,Hungarian Grand Prix,KVY,26,Toro Rosso,13,15,68,70,+2 Laps,0,0,2,5,4,0.5714285714285714,1,0,0,2.114999999999995,12,1,12,7,198,5,11,0,0,0,4.381,1,0,FALSE,0,25.66,44.097,33.893,1.194
2019,12,Hungarian Grand Prix,RUS,63,Williams,15,16,68,70,+2 Laps,0,0,0,0,8,0.5714285714285714,0.8888888888888888,0,1,2.459000000000003,-1,0,0,19,225,4,11,0,0,0,4.381,1,0,FALSE,0,25.66,44.097,33.893,1.194
2019,12,Hungarian Grand Prix,STR,18,Racing Point,18,17,68,70,+2 Laps,0,0,1,3,6,0.5714285714285714,1,0,0,2.536999999999992,5,1,7,11,207,2,32,0,0,0,4.381,1,0,FALSE,0,25.66,44.097,33.893,1.194
2019,12,Hungarian Grand Prix,GIO,99,Alfa Romeo Racing,17,18,68,70,+2 Laps,0,0,0,1,7,0.5714285714285714,0.8888888888888888,0,0,1.468999999999994,-24,0,1,17,224,3,11,0,0,0,4.381,1,0,FALSE,0,25.66,44.097,33.893,1.194
2019,12,Hungarian Grand Prix,KUB,88,Williams,19,19,67,70,+3 Laps,0,0,0,0,8,0.5714285714285714,0.8888888888888888,0,1,2.459000000000003,1,1,1,17,224,1,11,0,0,0,4.381,1,0,FALSE,0,25.66,44.097,33.893,1.194
2019,12,Hungarian Grand Prix,GRO,8,Haas F1 Team,9,20,49,70,Water pressure,0,0,0,1,7,0.5714285714285714,0.8888888888888888,0,0,1.4410000000000025,-10,0,3,16,217,1,32,0,0,0,4.381,1,0,FALSE,0,25.66,44.097,33.893,1.194
2019,13,Belgian Grand Prix,LEC,16,Ferrari,1,1,44,44,Finished,25,1,0,8,1,0.6190476190476191,1,0,0,0,-24,0,15,4,118,0,33,0.08695652173913043,0,0,7.004,2,0,FALSE,0,17.4,28.119,57.03,2.036
2019,13,Belgian Grand Prix,HAM,44,Mercedes,3,2,44,44,Finished,18,0,1,2,0,0.6190476190476191,0.2222222222222222,1,0,0.762999999999991,62,1,6,0,0,0,33,0.08695652173913043,0,0,7.004,2,0,FALSE,0,17.4,28.119,57.03,2.036
2019,13,Belgian Grand Prix,BOT,77,Mercedes,4,3,44,44,Finished,15,0,0,2,0,0.6190476190476191,0.2222222222222222,1,0,0.762999999999991,-62,0,18,1,62,0,33,0.08695652173913043,0,0,7.004,2,0,FALSE,0,17.4,28.119,57.03,2.036
2019,13,Belgian Grand Prix,VET,5,Ferrari,2,4,44,44,Finished,13,0,0,8,1,0.6190476190476191,1,0,0,0,24,1,16,3,94,2,33,0.08695652173913043,0,0,7.004,2,0,FALSE,0,17.4,28.119,57.03,2.036
2019,13,Belgian Grand Prix,ALB,23,Red Bull Racing,17,5,44,44,Finished,10,0,7,7,2,0.6190476190476191,1,0,0,1.1709999999999923,-165,0,5,13,234,1,12,0.08695652173913043,0,0,7.004,2,0,FALSE,0,17.4,28.119,57.03,2.036
2019,13,Belgian Grand Prix,PER,11,Racing Point,7,6,44,44,Finished,8,0,4,2,6,0.6190476190476191,0.8888888888888888,0,0,2.1869999999999976,-5,0,4,14,237,1,33,0.08695652173913043,0,0,7.004,2,0,FALSE,0,17.4,28.119,57.03,2.036
2019,13,Belgian Grand Prix,KVY,26,Toro Rosso,19,7,44,44,Finished,6,1,5,5,3,0.6190476190476191,0.8888888888888888,0,0,3.915999999999997,-36,0,11,7,223,1,12,0.08695652173913043,0,0,7.004,2,0,FALSE,0,17.4,28.119,57.03,2.036
2019,13,Belgian Grand Prix,HUL,27,Renault,12,8,44,44,Finished,4,1,7,4,4,0.6190476190476191,0.8888888888888888,0,0,1.583999999999989,-5,0,6,12,233,1,33,0.08695652173913043,0,0,7.004,2,0,FALSE,0,17.4,28.119,57.03,2.036
2019,13,Belgian Grand Prix,GAS,10,Toro Rosso,13,9,44,44,Finished,2,0,5,5,3,0.6190476190476191,0.8888888888888888,0,0,3.915999999999997,36,1,14,5,187,4,33,0.08695652173913043,0,0,7.004,2,0,FALSE,0,17.4,28.119,57.03,2.036
2019,13,Belgian Grand Prix,STR,18,Racing Point,16,10,44,44,Finished,1,0,6,2,6,0.6190476190476191,0.8888888888888888,0,0,2.1869999999999976,5,1,7,10,232,2,33,0.08695652173913043,0,0,7.004,2,0,FALSE,0,17.4,28.119,57.03,2.036
2019,13,Belgian Grand Prix,NOR,4,McLaren,11,11,44,44,Engine,0,0,0,6,2,0.6190476190476191,0.8888888888888888,0,0,2.3279999999999887,-34,0,10,8,226,0,12,0.08695652173913043,0,0,7.004,2,0,FALSE,0,17.4,28.119,57.03,2.036
2019,13,Belgian Grand Prix,MAG,20,Haas F1 Team,8,12,43,44,+1 Lap,0,1,4,1,7,0.6190476190476191,0.8888888888888888,0,0,2.218999999999994,10,1,7,10,232,11,33,0.08695652173913043,0,0,7.004,2,0,FALSE,0,17.4,28.119,57.03,2.036
2019,13,Belgian Grand Prix,GRO,8,Haas F1 Team,9,13,43,44,+1 Lap,0,0,1,1,7,0.6190476190476191,0.8888888888888888,0,0,2.218999999999994,-10,0,3,15,242,8,33,0.08695652173913043,0,0,7.004,2,0,FALSE,0,17.4,28.119,57.03,2.036
2019,13,Belgian Grand Prix,RIC,3,Renault,10,14,43,44,+1 Lap,0,0,3,4,4,0.6190476190476191,0.8888888888888888,0,0,1.583999999999989,5,1,9,9,228,9,33,0.08695652173913043,0,0,7.004,2,0,FALSE,0,17.4,28.119,57.03,2.036
2019,13,Belgian Grand Prix,RUS,63,Williams,14,15,43,44,+1 Lap,0,0,0,0,8,0.6190476190476191,0.8888888888888888,0,1,5.028999999999996,-1,0,0,18,250,5,12,0.08695652173913043,0,0,7.004,2,0,FALSE,0,17.4,28.119,57.03,2.036
2019,13,Belgian Grand Prix,RAI,7,Alfa Romeo Racing,6,16,43,44,+1 Lap,0,0,3,3,5,0.6190476190476191,0.8888888888888888,0,0,1.6209999999999951,30,1,12,6,219,4,33,0.08695652173913043,0,0,7.004,2,0,FALSE,0,17.4,28.119,57.03,2.036
2019,13,Belgian Grand Prix,KUB,88,Williams,0,17,43,44,+1 Lap,0,0,0,0,8,0.6190476190476191,0.8888888888888888,0,1,5.028999999999996,1,1,1,16,249,5,12,0.08695652173913043,0,0,7.004,2,0,FALSE,0,17.4,28.119,57.03,2.036
2019,13,Belgian Grand Prix,GIO,99,Alfa Romeo Racing,18,18,43,44,Accident,0,0,4,3,5,0.6190476190476191,0.8888888888888888,0,0,1.6209999999999951,-30,0,1,16,249,0,12,0.08695652173913043,0,0,7.004,2,0,FALSE,0,17.4,28.119,57.03,2.036
2019,13,Belgian Grand Prix,SAI,55,McLaren,15,19,1,44,Power loss,0,0,0,6,2,0.6190476190476191,0.8888888888888888,0,0,2.3279999999999887,34,1,13,6,192,0,33,0.08695652173913043,0,0,7.004,2,0,FALSE,0,17.4,28.119,57.03,2.036
2019,13,Belgian Grand Prix,VER,33,Red Bull Racing,5,20,1,44,Accident,0,0,0,7,2,0.6190476190476191,1,0,0,1.1709999999999923,165,1,17,2,69,0,33,0.08695652173913043,0,0,7.004,2,0,FALSE,0,17.4,28.119,57.03,2.036
2019,14,Italian Grand Prix,LEC,16,Ferrari,1,1,53,53,Finished,25,0,1,7,1,0.6666666666666666,0.8888888888888888,0,0,0,-12,0,15,4,111,0,34,0,0,0,5.793,2,0,FALSE,0,21.097,33.041,51.575,1.567
2019,14,Italian Grand Prix,BOT,77,Mercedes,3,2,53,53,Finished,18,1,0,2,0,0.6666666666666666,0.2222222222222222,1,0,0.03900000000000148,-65,0,12,1,65,0,34,0,0,0,5.793,2,0,FALSE,0,21.097,33.041,51.575,1.567
2019,14,Italian Grand Prix,HAM,44,Mercedes,2,3,53,53,Finished,16,0,2,2,0,0.6666666666666666,0.2222222222222222,1,0,0.03900000000000148,65,1,4,0,0,1,34,0,0,0,5.793,2,0,FALSE,0,21.097,33.041,51.575,1.567
2019,14,Italian Grand Prix,RIC,3,Renault,5,4,53,53,Finished,12,1,0,4,4,0.6666666666666666,0.8888888888888888,0,0,0.5259999999999962,1,1,8,10,246,2,34,0,0,0,5.793,2,0,FALSE,0,21.097,33.041,51.575,1.567
2019,14,Italian Grand Prix,HUL,27,Renault,6,5,53,53,Finished,10,0,0,4,4,0.6666666666666666,0.8888888888888888,0,0,0.5259999999999962,-1,0,6,11,247,3,34,0,0,0,5.793,2,0,FALSE,0,21.097,33.041,51.575,1.567
2019,14,Italian Grand Prix,ALB,23,Red Bull Racing,8,6,53,53,Finished,8,0,4,7,2,0.6666666666666666,1,0,0,0.7139999999999986,-155,0,10,8,242,2,13,0,0,0,5.793,2,0,FALSE,0,21.097,33.041,51.575,1.567
2019,14,Italian Grand Prix,PER,11,Racing Point,18,7,53,53,Finished,6,1,6,3,5,0.6666666666666666,0.8888888888888888,0,0,1.1910000000000025,2,1,6,11,247,0,34,0,0,0,5.793,2,0,FALSE,0,21.097,33.041,51.575,1.567
2019,14,Italian Grand Prix,VER,33,Red Bull Racing,19,8,53,53,Finished,4,0,8,7,2,0.6666666666666666,1,0,0,0.7139999999999986,155,1,17,2,87,0,34,0,0,0,5.793,2,0,FALSE,0,21.097,33.041,51.575,1.567
2019,14,Italian Grand Prix,GIO,99,Alfa Romeo Racing,10,9,52,53,+1 Lap,2,0,2,2,6,0.6666666666666666,0.8888888888888888,0,0,1.2079999999999984,-30,0,1,15,267,4,13,0,0,0,5.793,2,0,FALSE,0,21.097,33.041,51.575,1.567
2019,14,Italian Grand Prix,NOR,4,McLaren,16,10,52,53,+1 Lap,1,0,3,6,2,0.6666666666666666,0.8888888888888888,0,0,0.894999999999996,-34,0,9,9,244,2,13,0,0,0,5.793,2,0,FALSE,0,21.097,33.041,51.575,1.567
2019,14,Italian Grand Prix,GAS,10,Toro Rosso,17,11,52,53,+1 Lap,0,0,1,5,3,0.6666666666666666,0.8888888888888888,0,0,1.2009999999999934,32,1,14,4,203,5,34,0,0,0,5.793,2,0,FALSE,0,21.097,33.041,51.575,1.567
2019,14,Italian Grand Prix,STR,18,Racing Point,9,12,52,53,+1 Lap,0,0,1,3,5,0.6666666666666666,0.8888888888888888,0,0,1.1910000000000025,-2,0,5,12,249,6,34,0,0,0,5.793,2,0,FALSE,0,21.097,33.041,51.575,1.567
2019,14,Italian Grand Prix,VET,5,Ferrari,4,13,52,53,+1 Lap,0,0,5,7,1,0.6666666666666666,0.8888888888888888,0,0,0,12,1,16,3,99,0,34,0,0,0,5.793,2,0,FALSE,0,21.097,33.041,51.575,1.567
2019,14,Italian Grand Prix,RUS,63,Williams,14,14,52,53,+1 Lap,0,1,0,0,7,0.6666666666666666,0.7777777777777778,0,1,2.492999999999995,-1,0,0,17,268,8,13,0,0,0,5.793,2,0,FALSE,0,21.097,33.041,51.575,1.567
2019,14,Italian Grand Prix,RAI,7,Alfa Romeo Racing,0,15,52,53,+1 Lap,0,0,3,2,6,0.6666666666666666,0.8888888888888888,0,0,1.2079999999999984,30,1,11,7,237,2,34,0,0,0,5.793,2,0,FALSE,0,21.097,33.041,51.575,1.567
2019,14,Italian Grand Prix,GRO,8,Haas F1 Team,13,16,52,53,+1 Lap,0,0,3,1,7,0.6666666666666666,0.8888888888888888,0,0,1.3079999999999927,-10,0,3,14,260,2,34,0,0,0,5.793,2,0,FALSE,0,21.097,33.041,51.575,1.567
2019,14,Italian Grand Prix,KUB,88,Williams,15,17,51,53,+2 Laps,0,0,0,0,7,0.6666666666666666,0.7777777777777778,0,1,2.492999999999995,1,1,1,15,267,8,13,0,0,0,5.793,2,0,FALSE,0,21.097,33.041,51.575,1.567
2019,14,Italian Grand Prix,MAG,20,Haas F1 Team,11,18,43,53,Hydraulics,0,0,2,1,7,0.6666666666666666,0.8888888888888888,0,0,1.3079999999999927,10,1,4,13,250,3,34,0,0,0,5.793,2,0,FALSE,0,21.097,33.041,51.575,1.567
2019,14,Italian Grand Prix,KVY,26,Toro Rosso,12,19,30,53,Engine,0,0,2,5,3,0.6666666666666666,0.8888888888888888,0,0,1.2009999999999934,-32,0,12,6,235,0,13,0,0,0,5.793,2,0,FALSE,0,21.097,33.041,51.575,1.567
2019,14,Italian Grand Prix,SAI,55,McLaren,7,20,27,53,Wheel,0,0,1,6,2,0.6666666666666666,0.8888888888888888,0,0,0.894999999999996,34,1,13,5,210,0,34,0,0,0,5.793,2,0,FALSE,0,21.097,33.041,51.575,1.567
2019,15,Singapore Grand Prix,VET,5,Ferrari,3,1,61,61,Finished,25,0,4,1,1,0.7142857142857143,0.2222222222222222,0,0,0,-13,0,11,4,115,0,35,0.22388059701492538,0,1,4.94,3,0,FALSE,0,29.965,35.753,66.455,1.857
2019,15,Singapore Grand Prix,LEC,16,Ferrari,1,2,61,61,Finished,18,0,3,1,1,0.7142857142857143,0.2222222222222222,0,0,0,13,1,9,3,102,0,35,0.22388059701492538,0,1,4.94,3,0,FALSE,0,29.965,35.753,66.455,1.857
